"id","pin","address","managing_organization","property_status","date_of_acquisition","date_of_disposition","sales_status","sale_offering_status","sale_offering_reason","sq_ft","square_footage_city_estimate","land_value","ward","community_area_number","community_area_name","zoning_classification","zip_code","last_update","application_use","grouped_parcels","application_deadline","offer_round","application_url","x_coordinate","y_coordinate","latitude","longitude","location"
"14638","20-04-111-003-0000","458 W 41ST ST","DPD - Business Development","Sold",,"2018-08-20T00:00:00.000",,,,"0.0",,,"11","61","NEW CITY","PMD 8","0","03/14/2024",,,,,,"1173815.91999041","1877833.8900556","41.82018775465866","-87.63787606655023","
,  
(41.82018775465866, -87.63787606655023)"
"12138","17-19-109-016-0000","1300 S HEATH AVE","None","Sold","1997-07-14T00:00:00.000","2004-04-22T00:00:00.000",,,,"1804.0",,,"28","28","NEAR WEST SIDE","RS-3","60608","03/14/2024",,,,,,"1160957.77514711","1893953.65941242","41.86469804085453","-87.68459883310865","
,  
(41.86469804085453, -87.68459883310865)"
"59590","16-13-310-026-0000","2940 W POLK ST","DPD - Real Estate","Sold",,"2016-05-31T00:00:00.000",,,,"2851.0",,,"28","27","EAST GARFIELD PARK","RT-4","60612","03/14/2024",,,,,,"1156710.09994037","1896315.21990102","41.8712654304434","-87.70012813909663","
,  
(41.8712654304434, -87.70012813909663)"
"20331","20-29-323-014-0000","1222 W 79TH ST","None","Sold",,,,,,"0.0",,,"17","71","AUBURN GRESHAM","RM-6","60620","03/14/2024",,,,,,"1169305.86350476","1852491.51315554","41.75074425319274","-87.65515417971953","
,  
(41.75074425319274, -87.65515417971953)"
"7745","14-07-225-022-0000","1940 W FOSTER AVE","None","Sold",,,,,,"0.0",,,"40","04","LINCOLN SQUARE","B1-2","60640","03/14/2024",,,,,,"1162411.55466925","1934638.4565485","41.97630957900434","-87.67812088191278","
,  
(41.97630957900434, -87.67812088191278)"
"11853","17-18-220-002-0000","1757 W ADAMS ST","AIS","Owned by City",,,,,,"0.0",,,"27","28","NEAR WEST SIDE","RM-5","60612","03/14/2024",,,,,,"1164510.62993701","1899024.2701993","41.87853782159616","-87.67141278497735","
,  
(41.87853782159616, -87.67141278497735)"
"24277","25-24-208-011-0000",,"Park District","Leased","2001-10-10T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"24829","25-17-314-015-0000","1219 W 108TH ST","None","Sold",,,,,,"4699.0",,,"21","75","MORGAN PARK","RS-3","60643","03/14/2024",,,,,,"1170008.42848049","1833068.35767865","41.69742904036682","-87.65314203587725","
,  
(41.69742904036682, -87.65314203587725)"
"14819","20-03-210-049-0000","604 E 41ST ST","None","Sold",,,,,,"3077.0",,,"4","38","GRAND BOULEVARD","RT-4","60653","03/14/2024",,,,,,"1181007.71966095","1878050.6389805","41.82061976664865","-87.611486936051","
,  
(41.82061976664865, -87.611486936051)"
"7720","13-35-415-026-0000","1750 N SPAULDING AVE","None","Sold","1995-05-10T00:00:00.000","2004-11-03T00:00:00.000",,,,"4430.0",,,"26","23","HUMBOLDT PARK","RM-5","60647","03/14/2024",,,,,,"1153741.48999253","1911635.1100057","41.913364280047126","-87.71061887286808","
,  
(41.913364280047126, -87.71061887286808)"
"8393","16-05-428-023-0000","846 N MASSASOIT AVE","DPD - Real Estate","Sold","2016-09-25T00:00:00.000","2016-11-23T00:00:00.000",,,,"3125.0",,"1900.0","29","25","AUSTIN","RS-3","60651","03/14/2024",,,,,,"1137771.49956952","1905277.43065142","41.89622122834635","-87.76944352493469","
,  
(41.89622122834635, -87.76944352493469)"
"59605","16-11-415-039-0000","3201 W WARREN BLVD","DPD - Real Estate","Sold",,"2016-03-31T00:00:00.000",,,,"8125.0",,,"28","27","EAST GARFIELD PARK","RM-5","60624","03/14/2024",,,,,,"1154980.05910369","1900073.79181052","41.88161418357405","-87.70637899693624","
,  
(41.88161418357405, -87.70637899693624)"
"50634","19-01-301-012-0000","4363 S TROY ST","Other","Owned by City","1980-06-30T00:00:00.000",,,,,"0.0",,,"12","58","BRIGHTON PARK","RS-3","60632","03/14/2024",,,,,,"1156041.35405845","1875406.57090148","41.81390315509453","-87.70314661747899","
,  
(41.81390315509453, -87.70314661747899)"
"24757","25-11-103-004-0000","1109 E 95TH ST","None","Sold","2000-01-27T00:00:00.000","2016-08-18T00:00:00.000",,,,"0.0",,,"8","50","PULLMAN","C1-1","60619","03/14/2024",,,,,,"1185337.46019627","1842098.46555784","41.72186283730813","-87.59673321294187","
,  
(41.72186283730813, -87.59673321294187)"
"20754","20-21-106-010-0000","6347 S NORMAL BLVD","None","Sold","1998-10-20T00:00:00.000","2014-02-24T00:00:00.000",,,,"4433.0",,,"20","68","ENGLEWOOD","RT-4","60621","03/14/2024",,,,,,"1174139.67454866","1862628.76550483","41.77845615373596","-87.63714016411295","
,  
(41.77845615373596, -87.63714016411295)"
"16780","20-16-111-039-0000","412 W 57TH ST","None","Sold","1992-09-21T00:00:00.000","2013-11-25T00:00:00.000",,,,"0.0",,,"20","68","ENGLEWOOD","RS-3","60621","03/14/2024",,,,,,"1174393.4844621622","1867178.0309996877","41.790934187071805","-87.63607444070117","
,  
(41.790934187071805, -87.63607444070117)"
"17498","20-17-428-025-0000","6218 S SANGAMON ST","None","Sold",,"1993-11-10T00:00:00.000",,,,"0.0",,,"16","68","ENGLEWOOD","C1-2","60621","03/14/2024",,,,,,"1170949.74822559","1863348.94562148","41.78050268560282","-87.6488135735315","
,  
(41.78050268560282, -87.6488135735315)"
"22483","25-24-428-002-0000",,"Park District","Leased","2002-05-08T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"16140","17-33-402-048-0000","246 E 37TH ST","None","Sold",,,,,,"3313.0",,,"3","35","DOUGLAS","RM-5","60653","03/14/2024",,,,,,"1175319.48701204","1880532.89955298","41.827560543928975","-87.63227956248618","
,  
(41.827560543928975, -87.63227956248618)"
"9348","16-11-414-050-0000","3232 W WARREN BLVD","None","Sold",,,,,,"5434.0",,,"28","27","EAST GARFIELD PARK","RM-5","60624","03/14/2024",,,,,,"1154667.13586041","1900253.38859617","41.882113282616935","-87.70752323741809","
,  
(41.882113282616935, -87.70752323741809)"
"23024","26-05-103-011-0000","8827 S BUFFALO AVE","DPD - Large Lots","Sold",,"2018-03-06T00:00:00.000",,,,"0.0",,,"10","46","SOUTH CHICAGO","RT-3.5","60617","03/14/2024",,,,,,"1199689.36994072","1846941.18999638","41.73480264811033","-87.54400295989791","
,  
(41.73480264811033, -87.54400295989791)"
"11142","16-13-311-018-0000","2858 W POLK ST","DPD - Large Lots","Sold",,"2017-12-14T00:00:00.000",,,,"0.0",,,"28","27","EAST GARFIELD PARK","RT-4","60612","03/14/2024",,,,,,"1157203.99006387","1896331.09004052","41.871298967817054","-87.69831444642719","
,  
(41.871298967817054, -87.69831444642719)"
"17873","20-14-317-006-0000","6225 S GREENWOOD AVE","None","Sold","1975-07-10T00:00:00.000","2020-03-12T00:00:00.000",,,,"0.0",,,"20","42","WOODLAWN","RM-5","60637","03/14/2024",,,,,,"1184535.61203203","1863841.14059951","41.781545739101965","-87.59899048578721","
,  
(41.781545739101965, -87.59899048578721)"
"11355","16-13-319-020-0000","2858 W TAYLOR ST","None","Sold","1977-03-02T00:00:00.000","2006-01-18T00:00:00.000",,,,"2792.0",,,"28","27","EAST GARFIELD PARK","RT-4","60612","03/14/2024",,,,,,"1157221.08473346","1895667.13913718","41.8694766720533","-87.69826971942452","
,  
(41.8694766720533, -87.69826971942452)"
"14348","20-03-116-015-0000","4114 S CALUMET AVE","DOH","Owned by City",,,"None","CBB 2022-2023 not offered due to:","Prior sale in progress","0.0",,,"3","38","GRAND BOULEVARD","RM-5","60653","03/14/2024",,,,,,"1179017.82010788","1877713.29994062","41.81973972338866","-87.61879703502586","
,  
(41.81973972338866, -87.61879703502586)"
"24397","25-24-214-040-0000",,"Park District","Leased","2001-07-18T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"16767","20-16-107-019-0000","415 W 56TH ST","None","Sold",,,,,,"0.0",,,"20","68","ENGLEWOOD","RS-3","60621","03/14/2024",,,,,,"1174350.3821347563","1867927.7317872297","41.792992403570466","-87.63621019519123","
,  
(41.792992403570466, -87.63621019519123)"
"22402","25-25-209-007-0000",,"DPD - Open Space","Owned by City","2001-12-13T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"10861","16-12-328-013-0000","3115 W WARREN BLVD","None","Sold",,,,,,"0.0",,,"28","27","EAST GARFIELD PARK","RM-5","60612","03/14/2024",,,,,,"1155498.65310366","1900092.32654909","41.881654632854186","-87.70447422966411","
,  
(41.881654632854186, -87.70447422966411)"
"8655","16-10-100-003-0000","747 N CICERO AVE","None","Sold","2001-04-05T00:00:00.000","2011-08-25T00:00:00.000",,,,"3305.0",,,"28","25","AUSTIN","B3-2","60644","03/14/2024",,,,,,"1144315.96017875","1904698.6000041","41.89451230392978","-87.74542125768937","
,  
(41.89451230392978, -87.74542125768937)"
"15957","19-23-310-014-0000","3725 W 68TH ST","None","Sold","2002-07-11T00:00:00.000","2004-12-08T00:00:00.000",,,,"2994.0",,,"23","65","WEST LAWN","RS-2","60629","03/14/2024",,,,,,"1152593.23061893","1859158.47061394","41.76938464604501","-87.7162225569575","
,  
(41.76938464604501, -87.7162225569575)"
"19862","20-26-323-010-0000","7627 S GREENWOOD AVE","None","Sold","1989-11-14T00:00:00.000","2015-08-27T00:00:00.000",,,,"0.0",,,"8","69","GREATER GRAND CROSSING","PD 1220","00000","03/14/2024",,,,,,"1184917.9746860599","1854511.2485321916","41.75593468226248","-87.59788115740531","
,  
(41.75593468226248, -87.59788115740531)"
"10766","16-15-411-030-0000","720 S KARLOV AVE","DPD - Large Lots","Sold",,"2019-12-06T00:00:00.000",,,,"0.0",,,"24","26","WEST GARFIELD PARK","RS-3","60624","03/14/2024",,,,,,"1149071.87184111","1896408.38465915","41.87167227896351","-87.72816873195619","
,  
(41.87167227896351, -87.72816873195619)"
"22346","25-24-423-004-0000",,"Park District","Leased","2001-10-19T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"21569","20-19-228-011-0000","6631 S WOOD ST","DPD - Large Lots","Sold",,,,,,"3092.0",,,"16","67","WEST ENGLEWOOD","RS-3","60636","03/14/2024",,,,,,"1165580.29265775","1860570.00509228","41.77299251774373","-87.66857771318895","
,  
(41.77299251774373, -87.66857771318895)"
"20021","20-23-227-028-0000","1440 E 67TH ST","AIS","Owned by City",,,,,,"0.0",,,"5","42","WOODLAWN","B3-3","60637","03/14/2024",,,,,,"1186942.03994403","1860950.32999188","41.773556379701","-87.59025966069078","
,  
(41.773556379701, -87.59025966069078)"
"8410","16-08-421-020-0000","30 N WALLER AVE","None","Sold",,,,,,"9079.0",,,"29","25","AUSTIN","RM-6","60644","03/14/2024",,,,,,"1138033.5687833","1899805.57960386","41.8812010375401","-87.76861324294478","
,  
(41.8812010375401, -87.76861324294478)"
"14848","20-03-401-035-0000","4334 S FORRESTVILLE AVE","DPD - Large Lots","Sold",,"2017-12-14T00:00:00.000",,,,"0.0",,,"3","38","GRAND BOULEVARD","RT-4","60653","03/14/2024",,,,,,"1180564.45498633","1876224.58342745","41.81561913452393","-87.61316916382276","
,  
(41.81561913452393, -87.61316916382276)"
"22990","25-25-214-020-0000",,"Park District","Leased","2002-01-23T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"15121","20-03-218-040-0000","626 E 42ND ST","None","Sold","1999-07-20T00:00:00.000","2011-10-12T00:00:00.000",,,,"2738.0",,,"4","38","GRAND BOULEVARD","RT-4","60653","03/14/2024",,,,,,"1181224.02968574","1877385.43483872","41.81878940642447","-87.61071394145107","
,  
(41.81878940642447, -87.61071394145107)"
"23737","25-15-121-035-0000","10635 S EDBROOKE AVE","None","Sold","1996-02-02T00:00:00.000","1997-03-05T00:00:00.000",,,,"3993.0",,,"9","49","ROSELAND","RS-3","60628","03/14/2024",,,,,,"1179239.66613567","1834343.38511477","41.700722868644846","-87.61930379432785","
,  
(41.700722868644846, -87.61930379432785)"
"22700","25-24-429-025-0000",,"Park District","Leased","2002-04-16T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"11075","16-13-309-043-0000","3010 W POLK ST","None","Sold",,,,,,"3126.0",,,"28","27","EAST GARFIELD PARK","RT-4","60612","03/14/2024",,,,,,"1156345.49994075","1896311.03989594","41.871261332702794","-87.70146684024161","
,  
(41.871261332702794, -87.70146684024161)"
"15765","17-31-123-050-0000","3456 S ARCHER AVE","None","Not City Owned",,,,,,"6500.0",,,"12","59","MCKINLEY PARK","C2-2","60608","03/14/2024",,,,,,"1163184.46","1881780.19000001","41.83124635195808","-87.67676634624424","
,  
(41.83124635195808, -87.67676634624424)"
"62122","25-05-119-027-0000","8958 S LOOMIS ST","None","Sold",,"2017-06-29T00:00:00.000",,,,"5872.0",,,"21","73","WASHINGTON HEIGHTS","B2-1.5","60620","03/14/2024",,,,,,"1168534.252168776","1845101.5485573777","41.730481797948165","-87.65819418785098","
,  
(41.730481797948165, -87.65819418785098)"
"61567","20-08-302-028-0000","5122 S BISHOP ST","None","Not City Owned",,,,,,"4687.0",,,"16","61","NEW CITY","RS-3","60609","03/14/2024",,,,,,"1167439.76994425","1870681.35006452","41.80069963448084","-87.66147169130062","
,  
(41.80069963448084, -87.66147169130062)"
"22765","25-25-213-027-0000",,"Park District","Leased","2002-01-17T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"22770","25-36-423-033-0000","13632 S TORRENCE AVE","DPD - Real Estate","Sold",,"2018-04-04T00:00:00.000",,,,"0.0",,"8600.0","10","55","HEGEWISCH","M3-3","0","03/14/2024",,,,,,"1195694.05509408","1814977.23938732","41.64718981495708","-87.55969147123105","
,  
(41.64718981495708, -87.55969147123105)"
"19419","20-31-430-028-0000","8632 S ASHLAND AVE","None","Sold","1999-10-20T00:00:00.000","2002-12-16T00:00:00.000",,,,"3125.0",,,"18","71","AUBURN GRESHAM","B3-1","60620","03/14/2024",,,,,,"1167077.61993506","1847324.61000476","41.73661343704977","-87.66346693355969","
,  
(41.73661343704977, -87.66346693355969)"
"20599","20-20-420-004-0000","935 W 69TH ST","None","Sold",,,,,,"0.0",,,"16","68","ENGLEWOOD","RM-5","60621","03/14/2024",,,,,,"1170989.00292794","1858986.97264958","41.76853205007515","-87.6487969494685","
,  
(41.76853205007515, -87.6487969494685)"
"22190","25-28-303-021-0000","12326 S WALLACE ST","None","Sold","2012-09-28T00:00:00.000","2005-06-23T00:00:00.000",,,,"849.0",,,"9","53","WEST PULLMAN","RS-3","60628","03/14/2024",,,,,,"1174460.92042583","1823013.01130157","41.66973794337335","-87.63713701692623","
,  
(41.66973794337335, -87.63713701692623)"
"24954","26-30-404-016-0000","12727 S CARONDOLET AVE","DPD - Open Space","Owned by City",,,,,,"0.0",,,"10","51","SOUTH DEERING","RS-2","60633","03/14/2024",,,,,,"1198503.79989707","1821062.40993728","41.6638185804261","-87.54920944318977","
,  
(41.6638185804261, -87.54920944318977)"
"12654","17-18-113-014-0000","2339 W ADAMS ST","None","Sold","1990-02-15T00:00:00.000","2005-01-31T00:00:00.000",,,,"0.0",,,"27","28","NEAR WEST SIDE","RM-5","60612","03/14/2024",,,,,,"1160705.14083271","1898908.39608641","41.878299539767674","-87.68538895555083","
,  
(41.878299539767674, -87.68538895555083)"
"23058","25-24-217-024-0000",,"Park District","Leased","2001-11-13T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"51024","17-17-102-014-0000","1415 W MADISON ST","AIS","Owned by City","1981-09-24T00:00:00.000",,,,,"0.0",,,"27","28","NEAR WEST SIDE","C2-2","0","03/14/2024",,,,,,"1166900.08368541","1900023.73023947","41.881229513299104","-87.66261056060753","
,  
(41.881229513299104, -87.66261056060753)"
"22384","25-25-208-037-0000",,"DPD - Open Space","Owned by City","2001-10-18T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"58946","14-32-317-014-0000","1684 N THROOP ST","None","Sold","1991-06-25T00:00:00.000","2018-02-15T00:00:00.000",,,,"0.0",,,"32","24","WEST TOWN","PD 1438","60642","03/14/2024",,,,,,"1167067.62626682","1911661.92643443","41.913161929361664","-87.66166079220214","
,  
(41.913161929361664, -87.66166079220214)"
"22505","25-25-209-018-0000",,"DPD - Open Space","Owned by City","2001-11-06T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"17677","20-16-302-016-0000","5947 S LOWE AVE","None","Sold","1998-11-24T00:00:00.000","1999-06-09T00:00:00.000",,,,"2699.0",,,"16","68","ENGLEWOOD","M1-2","60621","03/14/2024",,,,,,"1173086.29769704","1865251.39522187","41.78567628063097","-87.64092446854019","
,  
(41.78567628063097, -87.64092446854019)"
"23400","25-24-406-019-0000",,"Park District","Leased","2001-11-06T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"15149","20-03-407-025-0000","441 E 44TH ST","None","Sold",,,,,,"2940.0",,,"3","38","GRAND BOULEVARD","RM-5","60653","03/14/2024",,,,,,"1180113.78808016","1875851.11967638","41.8146046721853","-87.61483372884952","
,  
(41.8146046721853, -87.61483372884952)"
"16637","20-17-321-043-0000","6144 S THROOP ST","None","Sold","1995-10-03T00:00:00.000","2007-11-09T00:00:00.000",,,,"2939.0",,,"16","67","WEST ENGLEWOOD","RS-3","60636","03/14/2024",,,,,,"1168591.76034107","1863834.58935305","41.78188653513953","-87.65744436998813","
,  
(41.78188653513953, -87.65744436998813)"
"8877","16-11-100-017-0000","3956 W HURON ST","None","Sold",,,,,,"2607.0",,,"37","23","HUMBOLDT PARK","RS-3","60624","03/14/2024",,,,,,"1149666.79848898","1904470.27903521","41.8937834737754","-87.72577495671784","
,  
(41.8937834737754, -87.72577495671784)"
"18037","20-08-203-044-0000","1010 W 48TH ST","DPD - Large Lots","Sold",,"2017-12-01T00:00:00.000",,,,"0.0",,,"20","61","NEW CITY","RS-3","60609","03/14/2024",,,,,,"1170307.08968752","1873082.79476064","41.80722747409348","-87.65088637710684","
,  
(41.80722747409348, -87.65088637710684)"
"9369","16-12-102-010-0000","625 N KEDZIE AVE","None","Sold",,,,,,"15826.0",,,"27","23","HUMBOLDT PARK","C1-1","60612","03/14/2024",,,,,,"1155022.81037177","1904093.45934952","41.89264368698597","-87.70611412924063","
,  
(41.89264368698597, -87.70611412924063)"
"22265","25-25-207-044-0000","12246 S TORRENCE AVE","Park District","Leased","2005-05-04T00:00:00.000",,,,,"0.0",,,"10","51","SOUTH DEERING","POS-3","60617","03/14/2024",,,,,,"1195638.50020424","1824147.0300123","41.67235419582648","-87.55959356247475","
,  
(41.67235419582648, -87.55959356247475)"
"12817","17-18-213-027-0000","127 S WOOD ST","None","Sold",,"1994-08-16T00:00:00.000",,,,"1830.0",,,"27","28","NEAR WEST SIDE","C1-3","0","03/14/2024",,,,,,"1164510.53009194","1899294.86994022","41.87928037183034","-87.67140548854505","
,  
(41.87928037183034, -87.67140548854505)"
"22038","25-25-206-004-0000",,"Park District","Leased","2001-11-13T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"12404","17-18-100-016-0000","2327 W MADISON ST","None","Sold",,"2012-01-26T00:00:00.000",,,,"6386.0",,,"27","28","NEAR WEST SIDE","B3-3","60612","03/14/2024",,,,,,"1160767.38310156","1899687.7194436","41.88043678369879","-87.68513880396713","
,  
(41.88043678369879, -87.68513880396713)"
"8387","16-05-418-035-0000","5916 W IOWA ST","DPD - Large Lots","Sold",,"2017-12-07T00:00:00.000",,,,"0.0",,,"29","25","AUSTIN","RS-3","60651","03/14/2024",,,,,,"1136754.51527083","1905493.59209184","41.896832683644355","-87.77317358721682","
,  
(41.896832683644355, -87.77317358721682)"
"8424","16-08-206-003-0000","745 N WALLER AVE","DPD - Large Lots","Sold",,,,,,"5110.0",,,"29","25","AUSTIN","RT-4","60644","03/14/2024",,,,,,"1138286.76521007","1904560.39957143","41.894244297179235","-87.76756839114266","
,  
(41.894244297179235, -87.76756839114266)"
"24072","25-24-209-014-0000",,"Park District","Leased","2002-09-03T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"69631","20-27-206-017-0000",,"Skyway Concessions","Leased",,"2005-01-24T00:00:00.000",,,,,,,,,,,,"03/14/2024",,,,,,,,,,
"21763","25-28-103-033-0000","11932 S WALLACE ST","None","Sold",,,,,,"3061.0",,,"21","53","WEST PULLMAN","RS-3","60628","03/14/2024",,,,,,"1174364.12","1825629.83000001","41.67692106357987","-87.6374139469875","
,  
(41.67692106357987, -87.6374139469875)"
"61536","20-17-406-043-0000","5944 S GREEN ST","None","Sold",,"2020-01-30T00:00:00.000",,,,"0.0",,,"16","68","ENGLEWOOD","RS-3","60621","03/14/2024",,,,,,"1171565.7548345","1865226.62020199","41.78564176161445","-87.6465002035543","
,  
(41.78564176161445, -87.6465002035543)"
"20368","20-21-328-021-0000","7006 S STEWART AVE","None","Sold","1996-08-21T00:00:00.000","2004-06-22T00:00:00.000",,,,"3504.0",,,"6","68","ENGLEWOOD","RT-4","60621","03/14/2024",,,,,,"1174733.80686041","1858424.54984642","41.76690609050924","-87.63508718565296","
,  
(41.76690609050924, -87.63508718565296)"
