"purchase_order_description","purchase_order_contract_number","revision_number","specification_number","contract_type","start_date","end_date","approval_date","department","vendor_name","vendor_id","address_1","address_2","city","state","zip","award_amount","procurement_type","contract_pdf"
"BACP-CORP-NBDC:","268251","0","1258323","DELEGATE AGENCY",,,"2024-04-29T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","PULASKI-ELSTON BUSINESS ASSOC.","31287032V","4357 N ELSTON AVE",,"CHICAGO","IL","60618","48402",,
"NON-TARGET MARKET 
MASTER CONSULTING AGREEMENT (RFQ) FOR 
INFORMATION TECHNOLOGY CONSULTING AND RELATED SERVICES FOR 
VARIOUS SCOPE CATEGORIES","225207","0","1222633","PRO SERV CONSULTING $250,000orABOVE","2024-04-26T00:00:00.000","2027-07-31T00:00:00.000","2024-04-29T00:00:00.000","DEPT OF FLEET AND FACILITY MANAGEMENT","Agile N2N, INC","10223045","1755 Park Street","Suite 200","Naperville","IL","60139","75000000","RFQ",
"VARIOUS PLUMBING SUPPLIES (GROUPS 51, 81, & 86)","33467","5","128260A","COMMODITIES","2015-11-24T00:00:00.000","2025-05-22T00:00:00.000","2024-04-29T00:00:00.000","DEPT OF FLEET AND FACILITY MANAGEMENT","ROOT BROTHERS.MANUFACTURING & SUPPLY CO.","3620558A","10307-10325 S MICHIGAN AVE",,"CHICAGO","IL","60628","0","BID",
"PROFESSIONAL ARCHITECTURAL AND ENGINEERING DESIGN SERVICES","32951","7","127930","ARCH/ENGINEERING","2015-12-24T00:00:00.000","2025-05-30T00:00:00.000","2024-04-29T00:00:00.000","DEPT OF FLEET AND FACILITY MANAGEMENT","AECOM SERVICES OF ILLINOIS INC","96670695H","303 E WACKER DR",,"CHICAGO","IL","60601","0","MASTER AGREEMENT",
"DFSS-CDBG-WS-EPPP:","268212","0","1237958","DELEGATE AGENCY",,,"2024-04-29T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","GOODWILL INDUSTRIES OF METROPOLITAN CHICAGO, INC.","99076533T","30 N RACINE AVE",,"CHICAGO","IL","60607","52800",,
"DFSS-ARP-YS-MCMF:","229486","2","1263684","DELEGATE AGENCY",,,"2024-04-29T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","Urban Male Network","10596979","6234 S. Loomis Boulevard",,"Chicago","IL","60636","-16481.7",,
"BACP-CORP-NBDC:","268252","0","1258323","DELEGATE AGENCY",,,"2024-04-29T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","STORY & REACH INITIATIVES","105477757Z","1931 N HOWE ST UNIT 3W",,"CHICAGO","IL","60614","25000",,
"BACP-CORP-NBDC:","268253","0","1258323","DELEGATE AGENCY",,,"2024-04-29T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","WEST TOWN CHICAGO CHAMBER OF COMMERCE","91128163X","1819 W CHICAGO AVENUE EFT",,"CHICAGO","IL","60622","50000",,
"BACP-070-ARP:","251246","0","1279588","DELEGATE AGENCY","2024-02-12T00:00:00.000","2025-03-12T00:00:00.000","2024-04-29T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","GREATER SOUTHWEST DEV CORP","105473950T","2601 W 63RD STREET SSA ST # 59",,"CHICAGO","IL","60629","100000","RFP",
"CDPH-HIV-HSING: PO 185428 CHICAGO HOUSE AND SOCIAL SERVICE AGENCY","185428","4","1232849","DELEGATE AGENCY","2022-03-21T00:00:00.000","2024-12-31T00:00:00.000","2024-04-29T00:00:00.000","DEPARTMENT OF HEALTH","CHICAGO HOUSE & SOCIAL SERVICE AGENCY","105470138T","2229 S MICHIGAN AVE  304 EFT",,"CHICAGO","IL","60616","333333","RFP",
"BACP-CORP-NBDC:","268243","0","1258323","DELEGATE AGENCY",,,"2024-04-29T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","PUERTO RICAN CULTURAL CENTER","55226227V","LIZETTE SOPOMAYOR","2739 W DIVISION ST","CHICAGO","IL","60622","25000",,
"DOH-HOME-CHDO-OS:","178602","2","1222401","DELEGATE AGENCY","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-29T00:00:00.000","DEPARTMENT OF HOUSING","CLARETIAN ASSOCIATES|CLEANED-UP","93175047L","9108 S BRANDON AVENUE EFT",,"CHICAGO","IL","60617","50000","RFP",
"BACP-070-ARP:","251257","0","1279588","DELEGATE AGENCY","2024-01-01T00:00:00.000","2025-02-28T00:00:00.000","2024-04-29T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","GREATER CHATHAM INITIATIVE","102701968X","P.O. Box 19217","7822 S DOBSON AVE","CHICAGO","IL","60619","200000","RFP",
"THIRD PARTY CONVEYANCE DEVICE INSPECTIONS AT O'HARE INTERNATIONAL AIRPORT","84415","2","732244","WORK SERV-AVIATION","2019-01-15T00:00:00.000","2025-01-14T00:00:00.000","2024-04-29T00:00:00.000","DEPT OF AVIATION","ELEVATOR INSPECTION SERVICE COMPANY INC.","105458315P","745 MCCLINTOCK DR",,"BURR RIDGE","IL","60525","44472.6","BID",
"934475: 84th STREET MWRD CONNECTION SEWER IMPROVEMENT PROJECT","149676","2","934475","CONSTRUCTION-LARGE $3MILLIONorABOVE",,,"2024-04-29T00:00:00.000","DEPARTMENT OF WATER MANAGEMENT","PAN-OCEANIC ENGINEERING CO INC","95584874P","6436 W HIGGINS AVENUE EFT",,"CHICAGO","IL","60656","-31651","BID",
"BACP-CORP-NBDC:","268254","0","1258323","DELEGATE AGENCY",,,"2024-04-29T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","95TH ST. BEVERLY HILLS BUSINESS ASSOCIATION","36053873V","BUSINESS ASSOC.","S.W. FINANCIAL BK #1-3993-9","CHICAGO","IL","60643","40000",,
"PAVEMENT STRIPING OF RUNWAYS, TAXIWAYS AND ROADWAYS FOR THE CHICAGO DEPARTMENT OF AVIATION (SPEC NO. 527437)","85577","3","527437","WORK SERV-AVIATION","2018-11-01T00:00:00.000","2024-10-31T00:00:00.000","2024-04-29T00:00:00.000","DEPT OF AVIATION","PREFORM TRAFFIC CONTROL SYSTEMS, LIMITED","22078600A","625 RICHARD LN",,"ELK GROVE VILLAGE","IL","60007","0","BID",
"DOH-CDBG-SARFS:","268226","0","1278823","DELEGATE AGENCY",,,"2024-04-29T00:00:00.000","DEPARTMENT OF HOUSING","HOUSING OPPORTUNITIES & MAINTENANCE FOR THE ELDERLY INC","96583376A","1419 W CARROLL AVE",,"CHICAGO","IL","60607","259750",,
"BACP-CORP-NBDC:","268245","0","1208049","DELEGATE AGENCY",,,"2024-04-29T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","NORTH RIVER COMMISSION 02","93461821H","3403 W LAWRENCE AVENUE EFT",,"CHICAGO","IL","60625","85000",,
"DFSS-CDBG-WS-ISTPP:","268220","0","1237847","DELEGATE AGENCY",,,"2024-04-29T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","JANE ADDAMS RESOURCE CORPORATION","99541780L","4432 N RAVENSWOOD AVENUE EFT",,"CHICAGO","IL","60640","70000",,
"BACP-CORP-NBDC:","268242","0","1208049","DELEGATE AGENCY",,,"2024-04-29T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","PUERTO RICAN CULTURAL CENTER","55226227V","LIZETTE SOPOMAYOR","2739 W DIVISION ST","CHICAGO","IL","60622","85000",,
"481708A: FRAMING BOARD & LUMBER","106360","7","481708A","COMMODITIES","2019-10-03T00:00:00.000","2027-10-02T00:00:00.000","2024-04-29T00:00:00.000","DEPT OF FLEET AND FACILITY MANAGEMENT","ROOT BROTHERS.MANUFACTURING & SUPPLY CO.","3620558A","10307-10325 S MICHIGAN AVE",,"CHICAGO","IL","60628","0","BID",
"DOH-CDBG-SARFS:","268227","0","1278823","DELEGATE AGENCY",,,"2024-04-29T00:00:00.000","DEPARTMENT OF HOUSING","BACK OF THE YARDS NEIGHBORHOOD COUNCIL","102479506V","1823 W 47TH ST FL 2ND",,"CHICAGO","IL","60609","259750",,
"BACP-CORP-NBDC:","268256","0","1258323","DELEGATE AGENCY",,,"2024-04-29T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","NEAR SOUTH PLANNING BOARD","93454957A","2600 S MICHIGAN AVE",,"CHICAGO","IL","60616","40000",,
"JANITORIAL SUPPLIES - GROUP Z","41709","6","129464","COMMODITIES","2016-07-15T00:00:00.000","2025-01-11T00:00:00.000","2024-04-29T00:00:00.000","DEPT OF FLEET AND FACILITY MANAGEMENT","B & L DISTRIBUTORS, INC.","31308905M","PO BOX 295",,,"IL","60501","0","BID",
"JANITORIAL SUPPLIES - GROUP NN","41785","4","129464","COMMODITIES","2016-07-15T00:00:00.000","2025-01-11T00:00:00.000","2024-04-29T00:00:00.000","DEPT OF FLEET AND FACILITY MANAGEMENT","BELLA BAGNO, INC.","31313587P","5500 W TOUHY AVE UNIT E",,"SKOKIE","IL","60077","0","BID",
"DFSS-CDBG-WS-ISTPP:","268222","0","1237847","DELEGATE AGENCY",,,"2024-04-29T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","YWCA METROPOLITAN CHICAGO","10054278H","180 N WABASH AVE STE 300",,"CHICAGO","IL","60601","70000",,
"BACP-CORP-NBDC:","268244","0","1258323","DELEGATE AGENCY",,,"2024-04-29T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","New Covenant CDC","10593568","2653 W Ogden","1st Flr Admin","Pilsen","IL","60608","30000",,
"698793: VARIOUS WEDGE GATE VALVES (E-PROCUREMENT)","107645","1","698793","COMMODITIES","2019-09-15T00:00:00.000","2026-09-14T00:00:00.000","2024-04-29T00:00:00.000","DEPARTMENT OF WATER MANAGEMENT","WATER TECHNOLOGY RESOURCES INC","95091984H","9201 E BLOOMINGTON FWY",,"BLOOMINGTON","MN","55420","0","BID",
"BACP-CORP-NBDC:","268250","0","1258323","DELEGATE AGENCY",,,"2024-04-29T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","36SQUARED BUSINESS INCUBATOR","105469460M","3636 S IRON ST STE C341",,"CHICAGO","IL","60609","25000",,
"OMP Runway 9R-27L Extension - East, ORD(Spec 1190708)","129033","174","1190708","CONSTRUCTION-AVIATION",,,"2024-04-29T00:00:00.000","O'HARE MODERNIZATION PROGRAM","WALSH CONSTRUCTION COMPANY II, LLC.","93884405E","929 W ADAMS STREET EFT",,"CHICAGO","IL","60607","-1570546.8","BID",
"PROGRAM FINANCE SERVICES FOR CHICAGO O'HARE AND MIDWAY INTERNATIONAL AIRPORTS - Spec 133324","71261","3","133324","PRO SERV-AVIATION","2018-04-02T00:00:00.000","2025-03-27T00:00:00.000","2024-04-29T00:00:00.000","DEPT OF AVIATION","UNISON CONSULTING, INC.","9642583L","409 W HURON ST # 400",,"CHICAGO","IL","60654","7935670","RFP",
"1237531: CLARK STREET STREETSCAPE: DEVON AVENUE TO ARTHUR AVENUE","227518","2","1237531","CONSTRUCTION-LARGE $3MILLIONorABOVE",,,"2024-04-29T00:00:00.000","CHICAGO DEPARTMENT OF TRANSPORTATION","PAN-OCEANIC ENGINEERING CO INC","95584874P","6436 W HIGGINS AVENUE EFT",,"CHICAGO","IL","60656","22600","BID",
"DFSS-ARP-DV-GBVPE:","268199","0","1261264","DELEGATE AGENCY",,,"2024-04-29T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","RESILIENCE","105455651T","180 N MICHIGAN AVE STE 600",,"CHICAGO","IL","60601","161801",,
"BACP-CORP-NBDC:","268248","0","1258323","DELEGATE AGENCY",,,"2024-04-29T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","PUERTO RICAN CULTURAL CENTER","55226227V","LIZETTE SOPOMAYOR","2739 W DIVISION ST","CHICAGO","IL","60622","25000",,
"BACP-CORP-NBDC:","268257","0","1258323","DELEGATE AGENCY",,,"2024-04-29T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","YWCA METROPOLITAN CHICAGO","10054278H","180 N WABASH AVE STE 300",,"CHICAGO","IL","60601","20000",,
"BACP-CORP-NBDC:","268247","0","1258323","DELEGATE AGENCY",,,"2024-04-29T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","NORTH RIVER COMMISSION 02","93461821H","3403 W LAWRENCE AVENUE EFT",,"CHICAGO","IL","60625","25000",,
"1231615: Northeast Cargo Taxilane NN Completion Phase 3","184541","22","1231615","CONSTRUCTION-AVIATION",,,"2024-04-29T00:00:00.000","DEPT OF AVIATION","K-FIVE CONSTRUCTION CORP.","102621570X","999 OAKMONT PLAZA DR",,"WESTMONT","IL","60559","306883.7","BID",
"PROFESSIONAL BRIDGE DESIGN ENGINEERING SERVICES FOR LAKE ST. BASCULE BRIDGE OVER THE SOUTH","110520","2","298520","ARCH/ENGINEERING","2021-01-27T00:00:00.000","2026-01-26T00:00:00.000","2024-04-26T00:00:00.000","CHICAGO DEPARTMENT OF TRANSPORTATION","AECOM TECHNICAL SERVICES, INC.","94920393E","1178 PAYSPHERE CIR",,"CHICAGO","IL","60674","439313","RFQ",
"BACP-CORP-NBDC:","268014","0","1258323","DELEGATE AGENCY",,,"2024-04-26T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","NORTHWEST SIDE CDC","105478915L","5233 W DIVERSEY AVE",,"CHICAGO","IL","60639","40000",,
"CDPH-RW-PA: PCHH-CDC PO 110224 UNIVERSITY OF CHICAGO","268118","0","1042731","DELEGATE AGENCY",,,"2024-04-26T00:00:00.000","DEPARTMENT OF HEALTH","UNIVERSITY OF CHICAGO 03","102573261E","6054 S DREXEL AVE",,"CHICAGO","IL","60637","47408",,
"CDPH-RW-PA: PCHH-CDC PO 110223 THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS","268107","0","1042731","DELEGATE AGENCY",,,"2024-04-26T00:00:00.000","DEPARTMENT OF HEALTH","BOARD OF TRUSTEES OF THE UNIVERSITY. OF ILLINOIS","102485369L","GRANTS & CONTRACTS MC/696","840 S WOOD B-  39","CHICAGO","IL","60612","49042",,
"TARGET MARKET PLANNING NOW MASTER CONSULTING AGREEMENT- CATEGORY 3: PREPARE FOR AND MANAGE DEVELOPMENT PROJECTS","37726","5","131664","PRO SERV CONSULTING $250,000orABOVE","2017-01-30T00:00:00.000","2025-03-05T00:00:00.000","2024-04-26T00:00:00.000","DEPT OF PLANNING & DEVELOPMENT","COTTER CONSULTING, INC.","95027955L","745 MCCLINTOCK DR",,"BURR RIDGE","IL","60527","0","MASTER AGREEMENT",
"BACP-CORP-NBDC:","268013","0","1258323","DELEGATE AGENCY",,,"2024-04-26T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","ROGERS PARK BUSINESS ALLIANCE","95196348A","1448 W MORSE AVE",,"CHICAGO","IL","60626","37500",,
"TARGET MARKET PLANNING NOW MASTER CONSULTING AGREEMENT- CATEGORY 1: PREPARE URBAN PLANS","37745","5","131664","PRO SERV CONSULTING $250,000orABOVE","2016-11-09T00:00:00.000","2025-03-05T00:00:00.000","2024-04-26T00:00:00.000","DEPT OF PLANNING & DEVELOPMENT","RADA ARCHITECTS, LIMITED","95235366T","233 N MICHIGAN AVENUE EFT",,"CHICAGO","IL","60601","0","MASTER AGREEMENT",
"BACP-CORP-NBDC:","268015","0","1258323","DELEGATE AGENCY",,,"2024-04-26T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","GREATER RAVENSWOOD CHAMBER OF COMMERCE NFP","102703757V","1770 W BERTEAU AVE STE 101",,"CHICAGO","IL","60613","40000",,
"CDPH-RW-PA: ESS-CDC PO 110210 CENTER ON HALSTED","268115","0","1095441","DELEGATE AGENCY",,,"2024-04-26T00:00:00.000","DEPARTMENT OF HEALTH","CENTER ON HALSTED","62852273V","3656 N HALSTED ST FL 2, 3",,"CHICAGO","IL","60613","29143",,
"DFSS-CDBG-HL-ESH:","268024","0","1235949","DELEGATE AGENCY",,,"2024-04-26T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","FRANCISCAN OUTREACH","104563435H","717 W 18TH ST # B",,"CHICAGO","IL","60616","916502",,
"CDPH-RW-PA: PCHH-CDC PO 110221 SINAI HEALTH SYSTEM","268111","0","1042731","DELEGATE AGENCY",,,"2024-04-26T00:00:00.000","DEPARTMENT OF HEALTH","SINAI HEALTH SYSTEM","41617145V","1500 S CALIFORNIA BLVD",,"CHICAGO","IL","60608","14713",,
"CDPH-RW-PA: PCHH-CDC PO 121380 THE HEKTOEN INSTITUTE FOR MEDICAL RESEARCH L.L.C.","268108","0","1042731","DELEGATE AGENCY",,,"2024-04-26T00:00:00.000","DEPARTMENT OF HEALTH","HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.","102636875V","1339 S WOOD ST",,"CHICAGO","IL","60608-1204","176555",,
"ARCHIVAL AND CONSERVATION SUPPLIES - GROUP C","28756","20","114188","COMMODITIES","2013-11-01T00:00:00.000","2024-10-28T00:00:00.000","2024-04-26T00:00:00.000","CHICAGO PUBLIC LIBRARY","PERK PRODUCTS INC","22081409Z","N7601 ROYAL AND ANCIENT DRIVE","# 1E","ELKHART LAKE","WI","60613","0","BID",
"Legislative Consulting Services in Springfield IL for the City of Chicago","215497","3","1256619","PRO SERV CONSULTING UNDER $250,000","2022-12-30T00:00:00.000","2024-12-30T00:00:00.000","2024-04-26T00:00:00.000","OFFICE OF THE MAYOR","WILLIAM FILAN LIMITED","105459995Z","1716 W GEORGE STREET EFT",,"CHICAGO","IL","60657","92000","SOLE SOURCE",
"CDPH-SUBST ABU: PO 259501 Chicago Recovery Alliance","259501","0","1278969","DELEGATE AGENCY","2024-01-01T00:00:00.000","2024-08-31T00:00:00.000","2024-04-26T00:00:00.000","DEPARTMENT OF HEALTH","CHICAGO RECOVERY ALLIANCE","92846178A","attn Dan Bigg","3110 W TAYLOR ST","CHICAGO","IL","60612","75000","RFP",
"MASTER TASK ORDER CONTRACT TASK ORDER SERVICES DESIGN ENGINEERING FOR COMPLETE STREETS PROJECT GROUPS 1-5: PROJECT GROUP 1 AND 3 AWARDED","32262","4","114941","ARCH/ENGINEERING","2015-12-17T00:00:00.000","2025-03-02T00:00:00.000","2024-04-26T00:00:00.000","CHICAGO DEPARTMENT OF TRANSPORTATION","KNIGHT E/A, INC.","15383963L","221 N LASALLE STREET EFT",,"CHICAGO","IL","60601-1211","0","MASTER AGREEMENT",
"DFSS-ARP-DV-RRPC:","267948","0","1251581","DELEGATE AGENCY",,,"2024-04-26T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","ALL CHICAGO MAKING HOMELESSNESS HISTORY","97415498V","651 W WASHINGTON BLVD",,"CHICAGO","IL","60661","1500000",,
"JOB ORDER CONTRACT - CONSTRUCTION AND UNDERGROUND TRENCHING SOUTH OF MADISON STREET","54498","8","133919","JOC","2017-05-01T00:00:00.000","2024-10-28T00:00:00.000","2024-04-26T00:00:00.000","OFFICE OF EMERGENCY COMMUNICATION","CITY LIGHTS, LIMITED/ZSL ELECTRIC","14937902L","9993 VIRGINA AVE",,"CHICAGO RIDGE","IL","60644","249800","BID",
"CDPH-RW-PA: PCHH-CDC PO 110218 ERIE FAMILY HEALTH CENTER","268113","0","1042731","DELEGATE AGENCY",,,"2024-04-26T00:00:00.000","DEPARTMENT OF HEALTH","ERIE FAMILY HEALTH CENTER|CLEANED-UP","93336098P","1701 W SUPERIOR ST 3 TH FL  EFT",,"CHICAGO","IL","60622-5646","11445",,
"DFSS-IDHS-HL-INTHS:","247904","2","1235949","DELEGATE AGENCY","2023-11-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-26T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","ST. LEONARD'S MINISTRIES|CLEANED-UP","33705654T","2100 W WARREN BOULEVARD EFT",,"CHICAGO","IL","60612","175200",,
"TARGET MARKET PLANNING NOW MASTER CONSULTING AGREEMENT- CAT 1:URBAN PLANS; CAT 2:EVAL REAL ESTATE/HOUSING/ECON DEVEL PROPOSALS/STUDY ECON IMPACTS; CAT 4:SUSTAINABILITY/RESILIENCY PLANS; CAT 5:HISTORIC  PROPERTIES; CAT 6:SSAs; CAT 7:TIFS","37641","6","131664","PRO SERV CONSULTING $250,000orABOVE","2016-11-15T00:00:00.000","2025-03-05T00:00:00.000","2024-04-26T00:00:00.000","DEPT OF PLANNING & DEVELOPMENT","APPLIED REAL ESTATE ANALYSIS INC","22347645A","914 S WABASH AVE",,"CHICAGO","IL","60605","0","MASTER AGREEMENT",
"Legislative Consulting Services in Springfield, IL for the City of Chicago","218258","2","1256622","PRO SERV CONSULTING UNDER $250,000","2022-12-18T00:00:00.000","2024-12-18T00:00:00.000","2024-04-26T00:00:00.000","OFFICE OF THE MAYOR","BLAIDA & ASSOCIATES LLC","95554800M","30 N LA SALLE ST",,"CHICAGO","IL","60609","126000",,
"CDPH-HIV-PREV: Community Development PO 91188 Universal Family Connection","268117","0","842337","DELEGATE AGENCY",,,"2024-04-26T00:00:00.000","DEPARTMENT OF HEALTH","UNIVERSAL FAMILY CONNECTION INC","3750627Z","1350 W 103RD ST",,"CHICAGO","IL","60643","167708",,
"DFSS-ARP-DV-LSFGBVS:","267960","0","1242079","DELEGATE AGENCY",,,"2024-04-26T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","METROPOLITAN FAMILY SERVICE","102603122X","SUITE 1000","SUITE 1000","CHICAGO","IL","60602","470000",,
"CDPH-RW-PA: ESS-CDC PO 110211 MCDERMOTT CENTER DBA HAYMARKET CENTER","268116","0","1095441","DELEGATE AGENCY",,,"2024-04-26T00:00:00.000","DEPARTMENT OF HEALTH","MCDERMOTT CENTER|CLEANED-UP","87075014A","120 N SANGAMON EFT",,"CHICAGO","IL","60607","38897",,
"CDPH-HIV-PREV: Community Development PO 91187 Howard Brown Health Center","268106","0","842337","DELEGATE AGENCY",,,"2024-04-26T00:00:00.000","DEPARTMENT OF HEALTH","HOWARD BROWN HEALTH CENTER","15183609E","4025 N SHERIDAN ROAD EFT",,"CHICAGO","IL","60613","164976",,
"CDPH-RW-PA: PCHH-CDC PO 110226 ACCESS COMMUNITY HEALTH NETWORK","268109","0","1042731","DELEGATE AGENCY",,,"2024-04-26T00:00:00.000","DEPARTMENT OF HEALTH","ACCESS COMMUNITY HEALTH NETWORK|CLEANED-UP","94287252P","222 N CANAL ST",,"CHICAGO","IL","60606","16347",,
"CDPH-RW-PA: PCHH-CDC PO 110220 MICHAEL REESE RESEARCH & EDUCATION FOUNDATION","268112","0","1042731","DELEGATE AGENCY",,,"2024-04-26T00:00:00.000","DEPARTMENT OF HEALTH","MICHAEL REESE RESEARCH & EDUCATION FOUNDATION","102534889V","2929 S ELLIS AVE",,"CHICAGO","IL","60616","22887",,
"DFSS-IDHS-HL-INTHS:","247892","3","1235949","DELEGATE AGENCY","2023-11-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-26T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","FAMILY RESCUE","102667254E","8811 S STONY ISLAND AVE",,"CHICAGO","IL","60617","48640",,
"CDPH-HIV-HSING: PO 92313 ALEXIAN BROTHERS BONAVENTURE HOUSE, INC.","92313","8","807174","DELEGATE AGENCY","2019-03-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-26T00:00:00.000","DEPARTMENT OF HEALTH","ALEXIAN BROTHERS BONAVENTURE HOUSE, INC.","102494500L","825 W WELLINGTON EFT",,"CHICAGO","IL","60657","224599","RFP",
"MOPD-ARPA-DLRF:","267866","0","1267806","DELEGATE AGENCY",,,"2024-04-25T00:00:00.000","OFFICE FOR PEOPLE WITH DISABILITIES","ADA S. MC KINLEY COMMUNITY SERVICES, INC.","14602115A","2916 S DEARBORN ST",,"CHICAGO","IL","60616","4920000",,
"DFSS-FEMA-HL-ESH:","257823","1","1234607","DELEGATE AGENCY",,,"2024-04-25T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","Equitable Social Solutions, LLC","10586808","9200 Shelbyville Road, Suite 210",,"Louisville","KY","40222","-105067.5",,
"DOH-CORP-TACIT:","253088","0","1278849","DELEGATE AGENCY","2024-01-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-25T00:00:00.000","DEPARTMENT OF HOUSING","REBUILDING TOGETHER METRO CHICAGO","102689466L","4507 N RAVENSWOOD AVE  106 EFT",,"CHICAGO","IL","60640","95184","RFP",
"DFSS-ARP-YS-SYEP:","232087","2","1235846","DELEGATE AGENCY",,,"2024-04-25T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","PUERTO RICAN CULTURAL CENTER","55226227V","LIZETTE SOPOMAYOR","2739 W DIVISION ST","CHICAGO","IL","60622","-3784.4",,
"DFSS-ARP-YS-SYEP:","238282","2","1235846","DELEGATE AGENCY",,,"2024-04-25T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","PHALANX FAMILY SERVICES","85554962P","4628 W WASHINGTON BLVD",,"CHICAGO","IL","60644","-7363.1",,
"DFSS-IDHS-HL-INTHS:","260498","0","1235949","DELEGATE AGENCY",,,"2024-04-25T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","INNER VOICE INC.","6231926M","1621 W WALNUT ST FL 1ST",,"CHICAGO","IL","60612","51038",,
"CDPH-HIV-HSING: PO 92309 UNITY PARENTING AND COUNSELING, INC.","92309","5","807174","DELEGATE AGENCY","2019-03-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-25T00:00:00.000","DEPARTMENT OF HEALTH","UNITY PARENTING & COUNSELING, INC.","62578112M","600 W CERMAK RD # 300",,"CHICAGO","IL","60616","131682","RFP",
"DOH-HOME-CHDO-OS:","178598","1","1222401","DELEGATE AGENCY","2022-03-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-25T00:00:00.000","DEPARTMENT OF HOUSING","LATIN.UNITED.COMMUNITY.HOUSING.A. SERVICES","3971023V","3541 W NORTH AVE",,"CHICAGO","IL","60647","50000","RFP",
"CRP Program","267305","0","1297426","COMPTROLLER-OTHER","2024-02-26T00:00:00.000","2024-05-31T00:00:00.000","2024-04-25T00:00:00.000","DEPT OF PLANNING & DEVELOPMENT","MUDDY WATERS MOJO MUSEUM","10596947","9451 N CARLOTTA LANE",,"Brown Deer","WI","53223","197521.5",,
"DOH-HOME-CHDO-OS:","178600","3","1222401","DELEGATE AGENCY","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-25T00:00:00.000","DEPARTMENT OF HOUSING","VOICE OF THE PEOPLE, INC.","93733611T","BLDG OPERATING","4861 N KENMORE AVENUE EFT","CHICAGO","IL","60640","50000","RFP",
"DFSS-ARP-YS-MCMF:","236293","2","1263684","DELEGATE AGENCY",,,"2024-04-25T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO","100038336P","801 N DEARBORN ST",,"CHICAGO","IL","60610","-103487.2",,
"CDPH-SHLTRBSDTMS-HLTH: Shelter Based Service Teams - PO 262497 PrimeCare Community Health Center","267800","0","1028575","DELEGATE AGENCY",,,"2024-04-25T00:00:00.000","DEPARTMENT OF HEALTH","PRIMECARE COMMUNITY HEALTH CENTER","105465824T","2211 N ELSTON AVE STE 301",,"CHICAGO","IL","60614","250000",,
