"id","permit_","permit_status","permit_milestone","permit_type","review_type","application_start_date","issue_date","processing_time","street_number","street_direction","street_name","work_type","work_description","building_fee_paid","zoning_fee_paid","other_fee_paid","subtotal_paid","building_fee_unpaid","zoning_fee_unpaid","other_fee_unpaid","subtotal_unpaid","building_fee_waived","building_fee_subtotal","zoning_fee_subtotal","other_fee_subtotal","zoning_fee_waived","other_fee_waived","subtotal_waived","total_fee","contact_1_type","contact_1_name","contact_1_city","contact_1_state","contact_1_zipcode","contact_2_type","contact_2_name","contact_2_city","contact_2_state","contact_2_zipcode","contact_3_type","contact_3_name","contact_3_city","contact_3_state","contact_3_zipcode","contact_4_type","contact_4_name","contact_4_city","contact_4_state","contact_4_zipcode","contact_5_type","contact_5_name","contact_5_city","contact_5_state","contact_5_zipcode","contact_6_type","contact_6_name","contact_6_city","contact_6_state","contact_6_zipcode","contact_7_type","contact_7_name","contact_7_city","contact_7_state","contact_7_zipcode","contact_8_type","contact_8_name","contact_8_city","contact_8_state","contact_8_zipcode","contact_9_type","contact_9_name","contact_9_city","contact_9_state","contact_9_zipcode","contact_10_type","contact_10_name","contact_10_city","contact_10_state","contact_10_zipcode","contact_11_type","contact_11_name","contact_11_city","contact_11_state","contact_11_zipcode","contact_12_type","contact_12_name","contact_12_city","contact_12_state","contact_12_zipcode","contact_13_type","contact_13_name","contact_13_city","contact_13_state","contact_13_zipcode","contact_14_type","contact_14_name","contact_14_city","contact_14_state","contact_14_zipcode","contact_15_type","contact_15_name","contact_15_city","contact_15_state","contact_15_zipcode","reported_cost","pin_list","pin1","pin2","pin3","pin4","pin5","pin6","pin7","pin8","pin9","pin10","community_area","census_tract","ward","xcoordinate","ycoordinate","latitude","longitude","location"
"1720825","100135852",,,"PERMIT - NEW CONSTRUCTION","STANDARD PLAN REVIEW","2006-09-15T00:00:00.000","2006-09-28T00:00:00.000","13","1636","W","WRIGHTWOOD AVE",,"ERECT A 3 STORY 3B MASONRY SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED 2 CAR 3B MASONRY GARAGE WITH ROOF DECK PER PLANS","2333.4","75","1253","3661.4","0","0","0","0","0","2333.4","75","1253","0","0","0","3661.4","ARCHITECT","CHRISTOPHER M DASSE","HAMMOND","IN","46320","ARCHITECT","DASSE CHRISTOPHER M","HAMMOND","IN","46320","CONTRACTOR-ELECTRICAL","ALEX'S ELECTRIC","PALOS PARK","IL","60464","EXPEDITOR","G & C CONSULTING","CHICAGO  X","IL","60601","CONTRACTOR-GENERAL CONTRACTOR","HIBERNIAN GROUP, LLC","CHICAGO","IL","60647-","CONTRACTOR-HEATING","COMFORABLE AIR CORP","CHGO","IL","60618","MASON - BRICK AND CONCRETE","E. Z. MASONRY, INC.","CHICAGO","IL","60647-","MASON - CONCRETE ONLY","STONE CIRCLE CONCRETE, INC","CHICAGO","IL","60631-","CONTRACTOR-PLUMBER/PLUMBING","PL194246-MOBILE PLUMBING, INC.","CHICAGO","IL","60630-","CONTRACTOR-REFRIGERATION","COMFORABLE AIR CORP","CHGO","IL","60618","CONTRACTOR-VENTILATION","COMFORABLE AIR CORP","CHGO","IL","60618","OWNER","1636 W WRIGHTWOOD LLC","CHICAGO","IL","60647",,,,,,,,,,,,,,,,"625000",,"14-30-404-112",,,,,,,,,,,,,,,,,
"1716599","100134070",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2006-08-30T00:00:00.000","2006-08-30T00:00:00.000","0","1901","S","SACRAMENTO AVE",,"TEMP WIRING FOR CARNIVAL","0","0","0","0","0","0","0","0","40","40","0","0","0","0","40","40","CONTRACTOR-ELECTRICAL","CATTANEO ELECTRIC COMPANY","DARIEN","IL","60561",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,
"1721589","100136216",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2006-09-12T00:00:00.000","2006-09-18T00:00:00.000","6","2616","E","74TH PL",,"100 AMP 1 METER SERVICE UPGRADE","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","A TO Z ELECTRIC","CHICAGO","IL","60630-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3200",,"21-30-120-013",,,,,,,,,,,,,"1195165.670924754","1856188.6529169336","41.76029107","-87.560271118","POINT (-87.560271117594 41.760291070209)"
"1716903","100134194",,,"PERMIT - EASY PERMIT PROCESS","EASY PERMIT","2006-08-30T00:00:00.000","2006-08-30T00:00:00.000","0","4839","W","AINSLIE ST",,"ELECTRICAL WORK ONLY: UPGRADE ELECTRICAL SERVICE TO 200 AMP","50","0","0","50","0","0","0","0","0","50","0","0","0","0","0","50","CONTRACTOR-ELECTRICAL","C & J ELECTRIC CO.","LINCOLNWOOD","IL","60712-4020","CONTRACTOR-GENERAL CONTRACTOR","C & J ELECTRIC CO.","LINCOLNWOOD","IL","60712-4020","OWNER","CRISTIAN ANGYALOSY","CHGO","IL","60630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1600",,"13-09-427-009",,,,,,,,,,,,,"1143044.7186468097","1932098.5991075805",,,
"1718222","100134805",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2006-09-01T00:00:00.000","2006-10-03T00:00:00.000","32","9353","S","BURNSIDE AVE",,"LOW VOLTAGE ALARM","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","BROADVIEW SECURITY INC","IRVING","TX","75063-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"446",,"25-03-425-024",,,,,,,,,,,,,"1182357.6127543107","1842759.719717305","41.723746846","-87.607627375","POINT (-87.607627374793 41.723746846278)"
"3015284","100807008",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2019-03-01T00:00:00.000","2019-03-01T00:00:00.000","0","10000","W","OHARE ST",,"MARCH MAINTENANCE FOR ORD AIRPORT SECURITY SYSTEMS","75","0","0","75","0","0","0","0","0","75","0","0","0","0","0","75","CONTRACTOR-ELECTRICAL","SDI PRESENCE LLC","CHICAGO","IL","60601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1500",,,,,,,,,,,,"76","980000","41",,,,,
"1709739","100130833",,,"PERMIT - NEW CONSTRUCTION","STANDARD PLAN REVIEW","2006-08-11T00:00:00.000","2006-08-14T00:00:00.000","3","500","S","LAKE SHORE DR",,"PERMIT EXPIRES ON 10/14/2006 ERECT A 20' X 40' CANOPY FOR EVENT AUGUST 12,2006 WITH SETUP 8/11/06 AND TAKEDOWN 8/12/06 PER PLANS.                                                                                                              -CONDITIONAL PERMIT, SUBJECT TO FIELD VERIFICATION.","125","75","0","200","0","0","0","0","0","125","75","0","0","0","0","200","TENT CONTRACTOR","PHOENIX EVENT SERVICES LLC DBA","MCCOOK","IL","60525-","ARCHITECT","DAVID P SKIFFINGTON","HAWTHORN WOODS","IL","60047","ARCHITECT","SKIFFINGTON DAVID P","HAWTHORN WOODS","IL","60047","TENT CONTRACTOR","MICHELLE MARKHAM","MCCOOK","IL","60525","OWNER","GRANT PARK GRANT PARK","CHICAGO","IL","60602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10000",,,,,,,,,,,,,,,,,,,
"1712502","100132392",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2006-08-22T00:00:00.000","2006-09-08T00:00:00.000","17","7963","S","KEELER AVE",,"LOW VOLTAGE ALARM","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","BROADVIEW SECURITY INC","IRVING","TX","75063-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"183",,"19-34-200-012",,,,,,,,,,,,,"1149851.5405563593","1851208.6607836068","41.74762256","-87.726478031","POINT (-87.726478031342 41.747622560073)"
"1716868","100134181",,,"PERMIT - SIGNS","SIGN PERMIT","2006-11-06T00:00:00.000","2006-11-06T00:00:00.000","0","4621","N","BROADWAY",,"FRONT OF BUILDING","70","0","0","70","0","0","0","0","0","70","0","0","0","0","0","70","SIGN CONTRACTOR","INDEPENDENT NEON DESIGN","CHICAGO","IL","60613",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"14-17-209-010",,,,,,,,,,,,,"1167993.0896081997","1930929.78116119","41.966013876","-87.65770297","POINT (-87.657702969761 41.9660138764)"
"1710283","100131148",,,"PERMIT - WRECKING/DEMOLITION","DEMOLITION PERMIT","2006-12-07T00:00:00.000","2006-12-07T00:00:00.000","0","4319","N","RICHMOND ST",,"WRECK AND REMOVE A 2 STORY BRICK BUILDING.","110","0","0","110","0","0","0","0","0","110","0","0","0","0","0","110","CONTRACTOR-GENERAL CONTRACTOR","APEX EXCAVATING","CHICAGO","IL","60639-","CONTRACTOR-WRECKING","APEX EXCAVATING","CHICAGO","IL","60639-","OWNER","ROCK BUILDERS","CHICAGO","IL","60630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10500",,"13-13-305-031",,,,,,,,,,,,,"1155975.9094075414","1928646.2151614986",,,
"1714538","100133312",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2006-08-25T00:00:00.000","2006-09-11T00:00:00.000","17","10853","S","HERMOSA AVE",,"LOW VOLTAGE ALARM","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","BROADVIEW SECURITY INC","IRVING","TX","75063-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"469",,"25-18-412-011",,,,,,,,,,,,,"1167139.5445117687","1832498.8082018667","41.695927795","-87.663662541","POINT (-87.663662540516 41.695927795054)"
"1720482","100135699",,,"PERMIT - WRECKING/DEMOLITION","DEMOLITION PERMIT","2006-10-11T00:00:00.000","2006-10-11T00:00:00.000","0","1634","W","WRIGHTWOOD AVE",,"WRECK AND REMOVE A 2 STORY BRICK & FRAME 2 FLAT & GARAGE.","110","0","0","110","0","0","0","0","0","110","0","0","0","0","0","110","CONTRACTOR-WRECKING","QUALITY EXCAVATION INC","CHGO","IL","60618-","OWNER","HIBERNINAN DEVELOPMENT","CHICAGO","IL","60647",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13000",,,,,,,,,,,,,,,,,,,
"1716390","100133988",,,"PERMIT - NEW CONSTRUCTION","SELF CERT","2006-08-30T00:00:00.000","2006-08-30T00:00:00.000","0","4319","N","RICHMOND ST",,"ERECT A 3 STORY 3B MASONRY 6 UNIT APARTMENT BUILDING W/ BASEMENT & DETACHED 3 CAR GARAGE PER PLANS.  REF SET: 2819-23 NORTH LAKEWOOD AVE. (THE ROOF DECK ABOVE THE 3 CAR GARAGE TO BE EXCLUDED FROM THIS PERMIT).","5156.15","75","3758","8989.15","0","0","0","0","0","5156.15","75","3758","0","0","0","8989.15","SELF CERT ARCHITECT","DASSE CHRISTOPHER M","HAMMOND","IN","46320","CONTRACTOR-ELECTRICAL","MJ BROTHERS, INC.","GLENVIEW","IL","60025","CONTRACTOR-GENERAL CONTRACTOR","ROCK BUILDERS, INCORPORATION","CHICAGO","IL","60646-","MASON - BRICK ONLY","ALEX CONSTRUCTION & REMODELING","VILLA PARK","IL","60181-","MASON - CONCRETE ONLY","MC CLAFFERTY CONCRETE","CHICAGO","IL","60622-","OWNER","JERRY MOSKAL","CHICAGO","IL","60646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1028000",,"13-13-305-031",,,,,,,,,,,,,"1155975.9094075414","1928646.2151614986",,,
"1715422","100133653",,,"PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2006-11-21T00:00:00.000","2007-02-16T00:00:00.000","87","2425","E","71ST ST",,"REPAIR OF THE ROOF DECK OF ONE STORY ACCESSORY PARKING FACILITY","2632.5","75","0","2707.5","0","0","0","0","0","2632.5","75","0","0","0","0","2707.5","ARCHITECT","FRANCO E ISSAC","NORTHBROOK","IL","60062","ARCHITECT","ISAAC FRANCO E","SKOKIE","IL","60076-","CONTRACTOR-ELECTRICAL","JOLEN ELECTRIC, INC.","SOUTH CHICAGO HEIGHTS","IL","60411","EXPEDITOR","G & C CONSULTING","CHICAGO  X","IL","60601","CONTRACTOR-GENERAL CONTRACTOR","LEF CONSTRUCTION, INCORPORATED","LONG GROVE","IL","60047","MASON - BRICK AND CONCRETE","RANDLE MASONRY CONST. CO., INC","SKOKIE","IL","60077-","OWNER","71ST STREET LLC","NORTHBROOK","IL","60062",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"180000",,"21-30-101-003","21-30-101-004","21-30-101-014","21-30-101-023",,,,,,,,,,,,,,
"1720480","100135698",,,"PERMIT - WRECKING/DEMOLITION","DEMOLITION PERMIT","2006-10-11T00:00:00.000","2006-10-11T00:00:00.000","0","1634","W","WRIGHTWOOD AVE",,"WRECK AND REMOVE A 2 STORY BRICK COACH HOUSE.","133","0","0","133","0","0","0","0","0","133","0","0","0","0","0","133","CONTRACTOR-WRECKING","QUALITY EXCAVATION INC","CHGO","IL","60618-","OWNER","HIBERNINAN DEVELOPMENT","CHICAGO","IL","60647",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13000",,,,,,,,,,,,,,,,,,,
"1716677","100134097",,,"PERMIT - NEW CONSTRUCTION","STANDARD PLAN REVIEW","2006-10-04T00:00:00.000","2006-10-04T00:00:00.000","0","600","W","MONTROSE HARBOR DR",,"PERMIT EXPIRES ON 12/04/2006 ERECT 40' X 100' CANOPY FOR EVENT OCTOBER 14, 2006 WITH SETUP AND TAKEDOWN THE SAME DAY PER PLANS.                                                                                                         -CONDITIONAL PERMIT, SUBJECT TO FIELD VERIFICATION.","125","75","0","200","0","0","0","0","0","125","75","0","0","0","0","200","TENT CONTRACTOR","PHOENIX EVENT SERVICES LLC DBA","MCCOOK","IL","60525-","ARCHITECT","DAVID P SKIFFINGTON","HAWTHORN WOODS","IL","60047","ARCHITECT","SKIFFINGTON DAVID P","HAWTHORN WOODS","IL","60047","EXPEDITOR","BURNHAM NATIONWIDE INC","CHICAGO","IL","60602-","TENT CONTRACTOR","PATTI BROGMUS","MCCOOK","ILLINOIS","60525-3636","OWNER","MONTROSE HARBOR MONTROSE HARBOR","CHICAGO","IL","60613",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000",,,,,,,,,,,,,,,,,,,
"1717576","100134471",,,"PERMIT - EASY PERMIT PROCESS","EASY PERMIT","2006-08-31T00:00:00.000","2006-08-31T00:00:00.000","0","4750","S","CENTRAL AVE",,"REMOVE / REPLACE COMMERCIAL ROOF, NO STRUCTUAL WORK INVOLVED.","936","75","0","1011","0","0","0","0","0","936","75","0","0","0","0","1011","CONTRACTOR-GENERAL CONTRACTOR","TOTAL SYSTEMS ROOFING, INC.","CRYSTAL LAKE","IL",,"OWNER","ILLINOIS AUTO CENTRAL","CHICAGO","IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92512",,,,,,,,,,,,,,,,,,,
"1711587","100131959",,,"PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2006-08-17T00:00:00.000","2006-08-17T00:00:00.000","0","5345","N","OKETO AVE",,"ERECT 2 STORY REAR ADDITION AND 2ND FLOOR ADDITION- PLUMB,HEAT,ELEC INCLUDED","877.5","75","0","952.5","0","0","0","0","0","877.5","75","0","0","0","0","952.5","OWNER AS ARCHITECT & CONTRACTR","MARIAN DROZD","CHICAGO","ILL","60656","CONTRACTOR-ELECTRICAL","MSW ELECTRIC & CONSTRUCTION, I","GLENVIEW","IL","60025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70000",,"12-12-229-001",,,,,,,,,,,,,"1126050.7650117364","1934859.3571564655",,,
"1715894","100133804",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2006-08-29T00:00:00.000","2006-08-29T00:00:00.000","0","10553","S","WESTERN AVE",,"ONE METER.","50","0","0","50","0","0","0","0","0","50","0","0","0","0","0","50","CONTRACTOR-ELECTRICAL","ATOM ELECTRIC","CALUMET CITY","IL","60409-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"25-18-115-028",,,,,,,,,,,,,"1162305.8619183789","1834372.1976025545","41.70117047","-87.681308571","POINT (-87.681308571439 41.701170470318)"
"1713885","100133078",,,"PERMIT - EASY PERMIT PROCESS","EASY PERMIT","2006-08-29T00:00:00.000","2006-08-29T00:00:00.000","0","4900","S","LAKE SHORE DR",,"EIFS/STUCCO REPAIRS. PATCH TIOLES AND CRACKS, RETEXTURE TO MATCH EXISTING BUILDING.","153.75","75","0","228.75","0","0","0","0","0","153.75","75","0","0","0","0","228.75","OWNER AS GENERAL CONTRACTOR","RAY PATEL","CHICAGO","IL","60615","MASON - CONCRETE ONLY","BOB RED REMODELING, INC","CHICAGO","IL","60639-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11250",,,,,,,,,,,,,,,"1188066","1872897",,,
"1708264","100130051",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2006-08-09T00:00:00.000","2006-08-09T00:00:00.000","0","200","N","WACKER DR",,"(12) EXISTING 2X4 RELO', (6) DWN HGS RELO, (2) NEW 2-GANG FLR BXS, (2) DPLX, (2) BBL DPLX, (1) DPLX S.C. (2) DBL DPLX S.C. (20) FURN DPLX.","82","0","0","82","0","0","0","0","0","82","0","0","0","0","0","82","CONTRACTOR-ELECTRICAL","CURRENT COMMUNICATIONS CORP.","BROADVIEW","IL","60155-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,,,,,,,,,,,,,
"1709324","100130631",,,"PERMIT - NEW CONSTRUCTION","STANDARD PLAN REVIEW","2006-08-11T00:00:00.000","2006-08-14T00:00:00.000","3","500","S","LAKE SHORE DR",,"PERMIT EXPIRES ON 10/14/2006 ERECT A 30' X 30' CANOPY FOR EVENT AUGUST 12,2006 WITH SETUP 8/11/06 AND TAKEDOWN 8/12/06 PER PLANS.                                                                                                              -CONDITIONAL PERMIT, SUBJECT TO FIELD VERIFICATION.","125","75","0","200","0","0","0","0","0","125","75","0","0","0","0","200","TENT CONTRACTOR","PHOENIX EVENT SERVICES LLC DBA","MCCOOK","IL","60525-","ARCHITECT","DAVID P SKIFFINGTON","HAWTHORN WOODS","IL","60047","ARCHITECT","SKIFFINGTON DAVID P","HAWTHORN WOODS","IL","60047","TENT CONTRACTOR","MICHELLE MARKHAM","MCCOOK","IL","60525","OWNER","GRANT PARK GRANT PARK","CHICAGO","IL","60602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10000",,,,,,,,,,,,,,,,,,,
"1719500","100135291",,,"PERMIT - EASY PERMIT PROCESS","EASY PERMIT","2006-09-06T00:00:00.000","2006-09-25T00:00:00.000","19","5530","S","SOUTH SHORE DR",,"REMOVE AND REPLACE 5/8"" GYP BOARD OF DRYWALL AND ELECTRICAL WORK. ALL SAME AS EXISTING. THIS WORK IS BEING DONE TO TWO UNITS.","222","75","0","297","0","0","0","0","0","222","75","0","0","0","0","297","CONTRACTOR-ELECTRICAL","GARZA ELECTRICAL, INC.","CHICAGO","IL","60617-","CONTRACTOR-GENERAL CONTRACTOR","CCA RESTORATION, INC","ALSIP","IL","60803-","OWNER","PROMONTORY APARTMENT TRUST","CHICAGO","IL","60637",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10000",,,,,,,,,,,,,,,"1189552","1868552",,,
"1709845","100130892",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2006-08-13T00:00:00.000","2006-08-14T00:00:00.000","1","1600","S","LAKE SHORE DR",,"ONE OF FIVE IDENTICAL LOCATION EXAMPLES FOR TEMPORARY SPECIAL EVENT STAGE POWER DURING WEEK OF AUGUST 14, 2006 IN AND AROUND GRANT PARK, MCCORMICK PLACE, AND 31 STREET BEACH.","90","0","0","90","0","0","0","0","0","90","0","0","0","0","0","90","CONTRACTOR-ELECTRICAL","AUDIOTECH CORPORATION","CHICAGO","IL","60641-3144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500",,,,,,,,,,,,,,,"1179162","1892491",,,
"1710341","100131195",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2006-08-14T00:00:00.000","2006-08-14T00:00:00.000","0","5107","S","MULLIGAN AVE",,"SERVICE UPRGRADE","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","TEPEYAC ELECTRIC CO.","CHICAGO","IL","60608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"19-08-301-003",,,,,,,,,,,,,"1134945.199332027","1869987.969368268","41.799432046","-87.780658291","POINT (-87.780658290779 41.799432045507)"
"1843990","100198110",,,"PERMIT - ELECTRIC WIRING","ELECTRICAL PLAN REVIEW","2007-09-04T00:00:00.000","2007-09-27T00:00:00.000","23","2938","E","91ST ST",,"REPLACE DAMAGED 400AMP SINGLE PHASE, 3 WIRE, 250VOLT SERVICE.PLAN# 21534","140","0","0","140","0","0","0","0","0","140","0","0","0","0","0","140","CONTRACTOR-ELECTRICAL","SHARLEN ELECTRIC COMPANY","CHICAGO","IL","60617-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10000",,,,,,,,,,,,,,,"1197388.5374574144","1845231.574008634",,,
"1708721","100130296",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2006-08-09T00:00:00.000","2006-08-28T00:00:00.000","19","2875","W","19TH ST",,"ELECTRICAL MAINTENANCE FOR JULY 2006","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","JAY ELECTRIC COMPANY","CHICAGO","IL","60623-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"16-24-307-009",,,,,,,,,,,,,"1157139.7440943127","1890537.8068041017","41.855402894","-87.698707545","POINT (-87.698707544873 41.8554028935)"
"1711518","100131920",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2006-08-17T00:00:00.000","2007-07-07T00:00:00.000","324","1238","W","74TH PL",,"INSTALLATION OF A 100 AMP SERVICE UPGRADE","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","G & V ELECTRIC","CHICAGO","IL","60620-9161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1200",,"20-29-132-043",,,,,,,,,,,,,"1169188.9618383343","1855416.663191668","41.758773783","-87.65549811","POINT (-87.655498109555 41.758773783169)"
"1720260","100135583",,,"PERMIT - EASY PERMIT PROCESS","EASY PERMIT","2006-09-07T00:00:00.000","2006-09-07T00:00:00.000","0","2800","S","KEELER AVE",,"REPAIR\REPLACE DAMAGED BRICKS ON FRONT WALL, 1 3 X 7 DOOR, VINYL SIDING TO 2ND FLOOR REAR ENCLOSED PORCH.","99.9","50","0","149.9","0","0","0","0","0","99.9","50","0","0","0","0","149.9","OWNER AS GENERAL CONTRACTOR","GERARDO MARES","CHICAGO","IL","60623","MASON - CONCRETE ONLY","PERMEX REMOLDELING","CHICAGO","IL","60623-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4200",,"16-27-419-024",,,,,,,,,,,,,"1148800.6164521682","1885014.9356183724",,,
"1717082","100134254",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2006-08-30T00:00:00.000","2006-08-31T00:00:00.000","1","425","S","WABASH AVE",,"MAINTENANCE FOR AUGUST 2006","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","JAMERSON & BAUWENS ELEC. CONTR","NORTHBROOK","IL","60062-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000",,,,,,,,,,,,,,,"1176912.960894681","1898327.829060875","41.876355243","-87.625895504","POINT (-87.625895504096 41.876355243416)"
"1725172","100137801",,,"PERMIT - EASY PERMIT PROCESS","EASY PERMIT","2006-09-19T00:00:00.000","2006-09-19T00:00:00.000","0","5466","N","MILWAUKEE AVE",,"REPLACE 1 RTU","155","0","0","155","0","0","0","0","0","155","0","0","0","0","0","155","BUILDING OWNER","LA SALLE BANK","CHICAGO","IL","60630","CONTRACTOR-HEATING","MURPHY & MILLER","CHGO","IL","60607-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"1136694.2021464347","1936115.6740267274","41.980864008","-87.772659513","POINT (-87.772659512627 41.980864008066)"
"1728234","100139422",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2006-09-27T00:00:00.000","2007-07-07T00:00:00.000","283","600","S","WESTERN AVE",,"INSTALL OPENINGS AS PER PLANS","152","0","0","152","0","0","0","0","0","152","0","0","0","0","0","152","CONTRACTOR-ELECTRICAL","A TO Z ELECTRIC","CHICAGO","IL","60630-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12500",,,,,,,,,,,,,,,"1160447.128032898","1897283.4563137356","41.873845896","-87.686381294","POINT (-87.686381294359 41.873845896018)"
"1729029","100139919",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2006-09-28T00:00:00.000","2006-09-28T00:00:00.000","0","6229","W","EDDY ST",,"INSTALL 100A SERVICE.","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","AMEN ELECTRIC","CHICAGO","IL","60639",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"13-20-305-009",,,,,,,,,,,,,"1134099.5786064472","1922913.3142422438","41.944681633","-87.782513962","POINT (-87.782513961766 41.944681632857)"
