"crash_record_id","crash_date_est_i","crash_date","posted_speed_limit","traffic_control_device","device_condition","weather_condition","lighting_condition","first_crash_type","trafficway_type","lane_cnt","alignment","roadway_surface_cond","road_defect","report_type","crash_type","intersection_related_i","private_property_i","hit_and_run_i","damage","date_police_notified","prim_contributory_cause","sec_contributory_cause","street_no","street_direction","street_name","beat_of_occurrence","photos_taken_i","statements_taken_i","dooring_i","work_zone_i","work_zone_type","workers_present_i","num_units","most_severe_injury","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident","injuries_no_indication","injuries_unknown","crash_hour","crash_day_of_week","crash_month","latitude","longitude","location"
"a5c9d819a3bc635a6d3bd032cf4a69f949ab84e4c93278e5a44f5d5dc988ba4c77d878bf2528e2ace548697d5edeff30e7da85ca210a62265ec8bb8c60cec4cf",,"2024-05-10T09:15:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-10T09:19:00.000","IMPROPER OVERTAKING/PASSING","UNABLE TO DETERMINE","1600","N","ELSTON AVE","1433",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","9","6","5","41.910706997","-87.662327245","POINT (-87.662327244597 41.910706996881)"
"4b303db35f8289157320443d26f392e13d4d3e726c9873f9f8f3a56dbbb9e564bd76c35a1064c69bc95d314210432e4493cdefa87b43cf5b5f1ef6fc5478ee95",,"2024-05-10T09:13:00.000","35","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-10T09:25:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","13501","S","BRAINARD AVE","433",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","2","0","9","6","5","41.649495395","-87.547024365","POINT (-87.547024364841 41.649495395083)"
"4c79852acbac8867e8d9504e2dbfe9bc274b55cfc6faf257ab79b36e2c48e620e8dda74924121baee7b4570b30a201403fd2cfb850ad45587bb12effb03ec7f0",,"2024-05-10T09:09:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-10T09:20:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","7050","S","MAY ST","733",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","9","6","5","41.76538639","-87.65305514","POINT (-87.653055140316 41.765386390196)"
"27f0ea09cfe129ef5d7ca15ad0b81bde2209d178c951e100052c92f291cab740e9acaa996105ace015fe57ffe72b87b396f69bc5aed10bd76c54402fbee64df0",,"2024-05-10T09:05:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR TO SIDE","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2024-05-10T10:18:00.000","IMPROPER LANE USAGE","FAILING TO YIELD RIGHT-OF-WAY","2765","W","OGDEN AVE","1023",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","6","5","41.861240343","-87.695628725","POINT (-87.695628725439 41.861240342925)"
"2c32b6bfca524c75dccee98587017525dce81d3c124f9bae6da194115b0c66c091768443606fc835779e1677473b790a98bcb35989284f9cd3b2de72ebc917a7",,"2024-05-10T09:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2024-05-10T10:30:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","2325","N","GENEVA TER","1812",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","9","6","5","41.924456786","-87.643722719","POINT (-87.643722718593 41.92445678601)"
"54f3b6316eab6aede3b1f4ee06f9a1bcd1cb2df72dc046397c05ef38281aa56388eaa4fe6c58bd1a535353ab14eb80287e6aa91dea7523c7b1b69198e63ccdf5",,"2024-05-10T09:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-05-10T11:50:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","7749","S","HALSTED ST","621",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","9","6","5","41.752830418","-87.643950525","POINT (-87.643950524755 41.75283041825)"
"fdee326acb11c8dde67b9f42426ae24d7b5d11db873a52e204882ed3cba402961681caa9791fbf769d6a97e315ef0e6fe8669d84741aa7e726893478a637bf4f",,"2024-05-10T09:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-10T17:00:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","5352","W","BELDEN AVE","2515",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","6","5","41.922331371","-87.76071251","POINT (-87.760712509834 41.922331371315)"
"be108666912683c364110cb2501179269e9ac4735ff6bc99f061b9a99a629d315e6eb83d4812c0f28be90922debbf2c4bf874bb23569c27cf204388730258e87",,"2024-05-10T08:57:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-10T09:00:00.000","IMPROPER TURNING/NO SIGNAL","IMPROPER TURNING/NO SIGNAL","4701","S","HALSTED ST","935",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","6","5","41.808820964","-87.645389628","POINT (-87.64538962825 41.808820963534)"
"fd1b7c58e852d462407486d01ca396259d474840c360956327bc58083e289db472529f882bc79e3dcd5a64b318c61ab642fb35f3e1028ad18a66187d99e4c6a1",,"2024-05-10T08:55:00.000","35","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-10T09:10:00.000","FAILING TO YIELD RIGHT-OF-WAY","FAILING TO YIELD RIGHT-OF-WAY","2425","W","IRVING PARK RD","1921",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","3","0","8","6","5","41.953887884","-87.689480643","POINT (-87.689480643325 41.95388788382)"
"11ec7d426be20a70295785d05ef5e8dee0c9c4b9a02b6344cd8b273898e3f07e2163be1ae0fdc49c31004814b608dafb248257420c803a76f69b4d458ddb8760",,"2024-05-10T08:50:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-05-10T09:40:00.000","IMPROPER OVERTAKING/PASSING","NOT APPLICABLE","4832","N","NAGLE AVE","1613",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","6","5","41.969436024","-87.788144022","POINT (-87.788144022162 41.969436023559)"
"1581fd3283ebaf059adb7daae41da6fa0ab186ef17ee457ea7dce8c07360a81b7ee967a3cc2b683657d540415dde8ee7658cffaa53b03fcd795102281c8db50d",,"2024-05-10T08:40:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","OTHER OBJECT","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,"Y","Y","OVER $1,500","2024-05-10T08:40:00.000","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER","NOT APPLICABLE","13088","S","GREENWOOD AVE","533",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","3","0","8","6","5","41.657414589","-87.595771535","POINT (-87.595771535064 41.657414589053)"
"667e687dcfd6d20a8fb5b98ccd06ebf09a23e8fab17596af6b8a070fe62b7bd06f4e3602395e3589523305abd77c02be40d5806d6fdfe34f451b7a7407df5257",,"2024-05-10T08:40:00.000","30","TRAFFIC SIGNAL","OTHER","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-10T08:43:00.000","IMPROPER OVERTAKING/PASSING","IMPROPER LANE USAGE","2359","N","AUSTIN AVE","2515",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","6","0","8","6","5","41.923806569","-87.775567818","POINT (-87.77556781808 41.923806568882)"
"3a138b983d0dc01ed5022c6c256e762a8431d702ea66327877130b60c15957d23df902e4da1b6ff97ff42ef23954da8042505a85e481eb4959d6628abb13ffc9",,"2024-05-10T08:35:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","ANGLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-10T08:48:00.000","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","3920","N","LAKE SHORE DR SB","1925",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","6","5","41.953608227","-87.644928228","POINT (-87.644928227979 41.953608227201)"
"65414c5bd5eba7b8dd2c5ef0bf90d421e87876808282d2ad9c5c57062b0a9759b6968a75818d5882b2a87b3816c1886f63758d1bf83d613cc784ad105e34c7ed",,"2024-05-10T08:33:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-10T08:35:00.000","FAILING TO YIELD RIGHT-OF-WAY","UNABLE TO DETERMINE","1753","W","FOSTER AVE","2032",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","8","6","5","41.975997356","-87.674137953","POINT (-87.674137952582 41.975997356327)"
"0cbec7ab39ae1e55ae49830007d7d953f556a73e3a557a30c1efd2d98f168aca90ae39f0f4758a22967d2afaafacd6d2a51b8346256991b501af5788abb52a58",,"2024-05-10T08:30:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2024-05-10T09:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","4949","N","PULASKI RD","1712",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","6","5","41.971512982","-87.727975726","POINT (-87.727975725696 41.971512981886)"
"44999cdf15022364e085416f3c6e7bda1391f5a2c58fce883d91a9bdfd29b338a638b592c2fd834b6e30872babc70de8725211a172c3ca7f45c6a62618e98f79",,"2024-05-10T08:30:00.000","30","NO CONTROLS","NO CONTROLS","UNKNOWN","DAYLIGHT","PARKED MOTOR VEHICLE","PARKING LOT",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2024-05-10T14:48:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","NOT APPLICABLE","8321","S","ASHLAND AVE","614",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","8","6","5","41.742420824","-87.663091143","POINT (-87.663091143334 41.742420824438)"
"3311c120844ed6f90ae90c6b5db29bc5cf38ed2a75ae1d7e843726991ed156f7a6bd433e58639347bc329590de40dd1eb35fb8bc2b9b1a20ae33372f74c660f6",,"2024-05-10T08:22:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-05-10T08:23:00.000","FAILING TO YIELD RIGHT-OF-WAY","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","3434","W","PETERSON AVE","1711",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","6","5","41.990417153","-87.715357613","POINT (-87.715357612635 41.990417153495)"
"51ba867cbf86adf6131c455126f548fe9a8b09ef26fb4c89f387f89fa569332935f2fd82d391226d341f2cb476acadf7c217dfb8ef4c1be3e158d012fd51aea4",,"2024-05-10T08:20:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR TO FRONT","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-10T09:00:00.000","IMPROPER BACKING","FOLLOWING TOO CLOSELY","5115","W","GRAND AVE","2533",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","6","5","41.916733824","-87.753508899","POINT (-87.753508898782 41.916733823951)"
"c460a8aa21f9e1c7ba2a86524af6df24847a7b886d2a1a6434a1200795d680c13c82d4550a09bd78482a5816a39de1d8f92ddf70284681b3cc40acf736e92bf9",,"2024-05-10T08:15:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-10T09:00:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","2140","S","MICHIGAN AVE","131",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","6","5","41.852992959","-87.623963773","POINT (-87.62396377308 41.852992958793)"
"402ddb3c14ca33c23018f954481dff87091f66cd6eac3ffc29636de4f017b5b5aa999deb486e321ce54f6755fa4ad2f6e8e44f0d461c97231551e6fe9eb63c6c",,"2024-05-10T08:10:00.000","35","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-10T09:45:00.000","FOLLOWING TOO CLOSELY","UNABLE TO DETERMINE","3925","N","PULASKI RD","1732",,,,"Y","CONSTRUCTION",,"2","NO INDICATION OF INJURY","0","0","0","0","0","4","0","8","6","5","41.952517364","-87.727434351","POINT (-87.727434351305 41.952517364323)"
"eae31858fecbfd65cc16a9d65b9134ffac5f7ed76d71e833172b9412a168f8e649b2ef64dbb53dd741c798acef7fe3128b37c59a87074eb4a10388a5187294fe",,"2024-05-10T08:10:00.000","35","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-05-10T14:20:00.000","IMPROPER LANE USAGE","NOT APPLICABLE","4630","S","HALSTED ST","925",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","6","5","41.809871237","-87.64571334","POINT (-87.645713339821 41.809871236746)"
"9c41d67a862d94cb14062faac6e882390ac121499fe07e701fb27a22c34549e87ded3c28f7d1bd29d167802ab560b8a2d9c509243340f979e48e8a25b8fd358f",,"2024-05-10T08:07:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-10T08:22:00.000","FAILING TO YIELD RIGHT-OF-WAY","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","1231","W","103RD ST","2232",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","6","5","41.706708384","-87.653834197","POINT (-87.653834196503 41.706708383795)"
"b1bbc53ac790bfd93c3a39a13d3bf2da54adb9ed913652e7e4a397e334a3c97602f27539b5eb3f06dd6b1efeb5f71308ab5871782e736bbb8aa851bb541c1d15",,"2024-05-10T08:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-05-10T09:30:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","7308","S","ALBANY AVE","835",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","8","6","5","41.760459249","-87.700400972","POINT (-87.700400971645 41.760459249131)"
"d21b67dc2ae75c3b9d5342f424fc4351f6ff1f2e620360a4d549de6dcd571e57197a95b50e38fe35e1f7037c7b1e31099ac7e4b21ced7f84023afc9f8756d1d6",,"2024-05-10T08:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-10T08:17:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","3112","W","111TH ST","2211",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","6","5","41.691699313","-87.698962356","POINT (-87.698962356001 41.691699313339)"
"ed9dd893ab9593cadb4ebf20186de7915586f1bd57d8b4124c1a2eebb0fe1ced59e41d6612aa50e2ee983c3c62aa80eaa24cca7d9a687d42bbf9571ee88580c2",,"2024-05-10T07:55:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-05-10T08:00:00.000","FAILING TO YIELD RIGHT-OF-WAY","FAILING TO REDUCE SPEED TO AVOID CRASH","3500","W","LAWRENCE AVE","1712",,,,,,,"2","REPORTED, NOT EVIDENT","1","0","0","0","1","2","0","7","6","5","41.968485373","-87.71587133","POINT (-87.715871329515 41.968485373318)"
"bdc9e135dd40e2479d0fe85181a105b498124fcf3250149f279546898a6b40227e145029d09cabbcbe9cda46806484350c5b2b89cc5884a2c6a27ed67fc2fd60",,"2024-05-10T07:47:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","ANGLE","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-10T07:47:00.000","FAILING TO YIELD RIGHT-OF-WAY","UNABLE TO DETERMINE","1438","W","63RD ST","713",,,,,,,"2","NONINCAPACITATING INJURY","4","0","0","1","3","2","0","7","6","5","41.779631536","-87.660887017","POINT (-87.660887017333 41.779631535941)"
"f5d0e31a3bf52dc11b6f69a4143b341c0df9906a7e9dd9295b8421cc11572765130e86cb993d6c1ecdae177d225f5d622bc097a4672d5762e2d00532584ad039",,"2024-05-10T07:47:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,"Y","OVER $1,500","2024-05-10T08:50:00.000","IMPROPER LANE USAGE","NOT APPLICABLE","6375","N","MILWAUKEE AVE","1611",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","7","6","5","41.996890148","-87.787261313","POINT (-87.787261312723 41.996890147618)"
"ec52ba4b2f2453681a5c35813689f7d23433d9a89c0b7b542b646f5dd03262447ca5e1000afcf6b1bb3ec1862d8f06c3a56b8262fffa596023a83d8e80c06bd4",,"2024-05-10T07:45:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","UNKNOWN","DAYLIGHT","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-10T18:20:00.000","FOLLOWING TOO CLOSELY","UNABLE TO DETERMINE","5921","N","RIDGE AVE","2013",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","7","6","5","41.98955806","-87.669525282","POINT (-87.669525281764 41.989558060265)"
"31a54cd0f3bed0d14b49dc39aab8dec85d166780f1399a247958ea366387c3c1469ad0648317da4f4affff6a69bf36e130611926d667353f49edfebe768f48d2",,"2024-05-10T07:43:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","FIXED OBJECT","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-10T07:50:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","900","W","63RD ST","712",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","7","6","5","41.779819449","-87.647276834","POINT (-87.647276834282 41.779819448545)"
"7b374fd06b21aa92840dc427f79f608149d86d702d02514d7a5bad28b9886c4069966762aa4d3fbdd10a4ebddf1855af1e1c88a3c0418f171841abf890a6bc0d",,"2024-05-10T07:40:00.000","30","TRAFFIC SIGNAL","UNKNOWN","UNKNOWN","UNKNOWN","REAR END","UNKNOWN",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-10T09:15:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","6701","S","ASHLAND AVE","725",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","7","6","5","41.772103823","-87.663871448","POINT (-87.663871447701 41.772103822729)"
"05bcc807ca70a946dff8556c8cf61d96aea56f2be8a6d79dbda5caef9b68a5a19237e3d1e2e7672dbe6aaa860a717a943aa6844c454c2f5ed1de26ebbc992f75",,"2024-05-10T07:30:00.000","25","TRAFFIC SIGNAL","UNKNOWN","UNKNOWN","DAYLIGHT","TURNING","UNKNOWN",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$500 OR LESS","2024-05-10T08:40:00.000","NOT APPLICABLE","NOT APPLICABLE","2430","S","DR MARTIN LUTHER KING JR DR","132",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","7","6","5","41.84841526","-87.617919792","POINT (-87.617919791648 41.848415259971)"
"9dc526a2a3926f842528ac5fcc59100d13f3f20b88b85d3b0a37c42bc9a685ff457ee040eb25df58376e093772fffff4d264b594e286363882c173a21d65c215",,"2024-05-10T07:25:00.000","30","STOP SIGN/FLASHER","OTHER","CLEAR","DAYLIGHT","TURNING","T-INTERSECTION",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-05-10T07:31:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","3653","W","ADDISON ST","1732",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","7","6","5","41.946365481","-87.719743302","POINT (-87.719743301749 41.946365480835)"
"a8279845b0cff0a24e368fc328912c8e1cc06a6155dc879c1b4d1eb10a4d8c1f977e4adb184356c63e1e1a6264be608fb71c3b9d2bde3cef891774678cfe9aa8",,"2024-05-10T07:25:00.000","30","NO CONTROLS","NO CONTROLS","CLOUDY/OVERCAST","DAYLIGHT","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-10T07:25:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","6955","W","ADDISON ST","1632",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","7","0","7","6","5","41.945282219","-87.800457493","POINT (-87.80045749305 41.945282219045)"
"2990106bef9aa97afd5059cc2eecd1d2c10f0a4583589570c40db226400a8d4b37bc80425a5b3338a85ebc622da7ee2c974cb4dd2b435a58709fb049dfa3a605",,"2024-05-10T07:20:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-10T15:30:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","2747","N","LARAMIE AVE","2521",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","7","6","5","41.931007892","-87.756258846","POINT (-87.756258845929 41.931007892382)"
"782cbe098bc2f99017c0cc2e73c3632ee0a69347b044979b6e233e4b1bd4793534df4a7dc11423b33417ae982f764b8c6d0bbcefe4c3f8f49e4ec65e790ab7e3",,"2024-05-10T07:20:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-10T09:30:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","2754","N","LARAMIE AVE","2514","N",,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","7","6","5","41.931234749","-87.756561277","POINT (-87.756561277343 41.931234748695)"
